unique_ids,ids,category_names,family_names,type_names,host_ids,BB_X_dims,BB_Y_dims,BB_Z_dims,BB_volumes,BB_centers,BB_plane_Zs,solid_volumes,room_names
953fa245-a320-4cd6-9f55-a8b06715b17d-00535374,5460852,Floors,Floor,רצפת מרפסת-41,-,43,566.5,169.525687,4.13E+06,"{6070.828941, 3969.887761, 1008.5}","{0,1,0}",3.93E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-005357dd,5461981,Walls,Basic Wall,בטון 20,-,140,290.5,20,813400,"{5173.167802, 4656.650604, 1506.75}","{1,0,0}",393400,-
953fa245-a320-4cd6-9f55-a8b06715b17d-005357e4,5461988,Walls,Basic Wall,בטון 20,-,397,290.5,20,2.31E+06,"{6061.667802, 4791.650604, 1506.75}","{0,1,0}",1.84E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-005357e6,5461990,Doors,Metal Door,110/210 אש,953fa245-a320-4cd6-9f55-a8b06715b17d-005357e4,110,210,20,462000,"{6185.167802, 4791.650604, 1467.5}","{0,1,0}",154500,-
953fa245-a320-4cd6-9f55-a8b06715b17d-005357e7,5461991,Walls,Basic Wall,בטון 15,-,55,331.5,15,273487.5,"{6112.667802, 4754.150604, 1527.25}","{1,0,0}",273487.5,-
953fa245-a320-4cd6-9f55-a8b06715b17d-005357ef,5461999,Doors,Metal Door,100/210,953fa245-a320-4cd6-9f55-a8b06715b17d-005357dd,100,210,20,420000,"{5173.167802, 4661.650604, 1467.5}","{-1,0,0}",143250,-
953fa245-a320-4cd6-9f55-a8b06715b17d-005357f8,5462008,Walls,Basic Wall,בטון 20,-,292,290.5,20,1.70E+06,"{6639.167802, 4596.650604, 1506.75}","{0,-1,0}",1.67E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-005357f9,5462009,Walls,Basic Wall,בטון 20,-,290.5,78,20,453180,"{5634.167802, 4736.650604, 1506.75}","{0,-1,0}",453180,-
953fa245-a320-4cd6-9f55-a8b06715b17d-005357fc,5462012,Walls,Basic Wall,בטון 20,-,289.046808,287.5,20,1.66E+06,"{6033.167802, 5206.174008, 1508.25}","{1,0,0}",1.66E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-005357fd,5462013,Walls,Basic Wall,בטון 20,-,313.217995,289.5,20,1.81E+06,"{5743.167802, 5218.259602, 1507.25}","{1,0,0}",1.45E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535801,5462017,Walls,Basic Wall,בטון 20,-,625,290.5,20,3.63E+06,"{5282.667802, 4736.650604, 1506.75}","{0,-1,0}",3.21E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535802,5462018,Walls,Basic Wall,בטון 20,-,110,375.208809,20,825459.3803,"{5518.167802, 5409.868599, 1503.104405}","{1,0,0}",791175.8566,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535803,5462019,Walls,Basic Wall,בטון 20,-,205,289.5,20,1.19E+06,"{5630.667802, 5364.868599, 1507.25}","{0,1,0}",898950,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535804,5462020,Walls,Basic Wall,בלוק 7,-,180.217995,289.5,7,365211.766,"{5511.667802, 5264.759602, 1507.25}","{-1,0,0}",365211.766,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535808,5462024,Walls,Basic Wall,בטון 20,-,100.171186,289.5,20,579991.1697,"{6548.167802, 5410.783006, 1507.25}","{-1,0,0}",579991.1697,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535812,5462034,Walls,Basic Wall,בטון 20,-,290,289.5,20,1.68E+06,"{5322.578941, 4255.130121, 1507.25}","{0,1,0}",1.68E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535813,5462035,Walls,Basic Wall,בטון 20,-,305.005204,289.5,20,1.77E+06,"{5187.578941, 4092.627519, 1507.25}","{1,0,0}",1.44E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535814,5462036,Walls,Basic Wall,בטון 20,-,193.979517,289.5,20,1.12E+06,"{5767.578941, 4168.140363, 1507.25}","{-1,0,0}",1.12E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535815,5462037,Walls,Basic Wall,בטון 20,-,210.426791,289.5,20,1.22E+06,"{6437.578941, 4159.864, 1507.25}","{1,0,0}",1.22E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535816,5462038,Walls,Basic Wall,בטון 25,-,95,289.5,25,687562.5,"{6730.078941, 3912.624917, 1507.25}","{-1,0,0}",687562.5,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535817,5462039,Walls,Basic Wall,בטון 30,-,295,289.5,30,2.56E+06,"{6570.078941, 3880.124917, 1507.25}","{0,-1,0}",2.15E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535818,5462040,Walls,Basic Wall,בטון 20,-,270,289.5,20,1.56E+06,"{5622.578941, 4255.130121, 1507.25}","{0,1,0}",1.20E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535819,5462041,Walls,Basic Wall,בטון 20,-,289.5,230,20,1.33E+06,"{5062.578941, 3950.124917, 1507.25}","{0,-1,0}",1.04E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053581a,5462042,Walls,Basic Wall,בטון 20,-,74.998913,332.5,20,498742.7694,"{4957.578941, 3902.625461, 1528.75}","{-1,0,0}",436823.7045,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053581b,5462043,Walls,Basic Wall,בטון 20,-,289.5,270,20,1.56E+06,"{6582.578941, 4255.077396, 1507.25}","{0,1,0}",1.56E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053581c,5462044,Walls,Basic Wall,בטון 20,-,701.5246,330.5,20,4.64E+06,"{5477.578941, 4245.888305, 1527.75}","{-1,0,0}",4.07E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053581d,5462045,Walls,Basic Wall,בטון 20,-,290.5,20,20,116200,"{5477.578941, 4596.650604, 1506.75}","{0,1,0}",58300,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053581f,5462047,Walls,Basic Wall,בטון 30,-,100,289.5,30,868500,"{4626.578941, 4701.650604, 1507.25}","{-1,0,0}",868500,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535820,5462048,Walls,Basic Wall,בלוק 10,-,185.005204,289.5,10,535590.0656,"{4952.578941, 4052.627519, 1507.25}","{-1,0,0}",535590.0656,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535822,5462050,Walls,Basic Wall,בלוק 22 + טיח חוץ אפור,-,332.5,90,25,748125,"{7501.868821, 3872.624917, 1526.75}","{0,-1,0}",482746.3467,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535824,5462052,Walls,Basic Wall,בלוק 30+טיח חוץ אפור,-,289.5,370.119919,33,3.54E+06,"{6242.518981, 4071.150604, 1507.25}","{0,-1,0}",1.19E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535825,5462053,Walls,Basic Wall,בטון 20,-,269.073209,289.5,20,1.56E+06,"{6437.578941, 4399.614, 1507.25}","{-1,0,0}",1.56E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535827,5462055,Walls,Basic Wall,בטון 20,-,100,334.5,20,669000,"{6947.868821, 3910.124917, 1527.75}","{1,0,0}",581693.8097,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535828,5462056,Walls,Basic Wall,בטון 20,-,289.5,195.28988,20,1.13E+06,"{6840.223881, 3950.124917, 1507.25}","{0,1,0}",842728.4053,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535829,5462057,Walls,Basic Wall,בלוק 10,-,290,306.5,10,888850,"{6959.868821, 4105.124917, 1498.75}","{1,0,0}",719150,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053582a,5462058,Walls,Basic Wall,בטון 20,-,120,330.5,20,793200,"{5535.614618, 4526.650604, 1527.75}","{1,0,0}",695904.355,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053582e,5462062,Doors,Metal Door,100/210,56ec93a5-679e-4b80-b715-d2070bf89d37-00c85e97,100,210,20,420000,"{5954.578941, 4596.650604, 1467.5}","{0,-1,0}",143250,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053583b,5462075,Walls,Basic Wall,בלוק 10,-,289.5,75,10,217125,"{6775.078941, 4134.624917, 1507.25}","{0,-1,0}",217125,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053583c,5462076,Doors,Wooden Door1,80/210,953fa245-a320-4cd6-9f55-a8b06715b17d-00535872,80,210,10,168000,"{6857.578941, 4134.624917, 1467.5}","{0,-1,0}",96250,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053583d,5462077,Walls,Basic Wall,בלוק 10,-,80.419363,289.5,10,232814.055,"{6732.578941, 4305.287077, 1507.25}","{1,0,0}",232814.055,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535863,5462115,Walls,Basic Wall,בטון 20,-,52.5,289.5,20,303975,"{6437.578941, 4560.400604, 1507.25}","{1,0,0}",303975,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535867,5462119,Windows,הזזה-דו-כנפי,120/120,953fa245-a320-4cd6-9f55-a8b06715b17d-00535819,124,128,24.843215,394311.5012,"{5062.078941, 3948.546525, 1534.5}","{0,-1,0}",50136.40299,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535868,5462120,Windows,הזזה-דו-כנפי,120/120,953fa245-a320-4cd6-9f55-a8b06715b17d-00535803,128,124,24.843215,394311.5012,"{5653.167802, 5366.446992, 1534.5}","{0,1,0}",50136.40299,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053586a,5462122,Windows,הזזה-דו-כנפי,120/120,953fa245-a320-4cd6-9f55-a8b06715b17d-00535828,124,128,24.843215,394311.5012,"{6852.578941, 3948.546525, 1534.5}","{0,-1,0}",50136.40299,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053586c,5462124,Walls,Basic Wall,בטון 20,-,240,290.5,20,1.39E+06,"{6250.167802, 4921.650604, 1506.75}","{1,0,0}",1.39E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053586d,5462125,Walls,Basic Wall,בטון 20,-,907,290.5,20,5.27E+06,"{6206.667802, 5051.650604, 1506.75}","{0,-1,0}",5.25E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535870,5462128,Walls,Basic Wall,בטון 25,-,60,289.5,25,434250,"{5740.667802, 5404.868599, 1507.25}","{1,0,0}",434250,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535871,5462129,Walls,Basic Wall,בטון 25,-,74.998913,330.5,25,619678.5161,"{5185.078941, 3902.625461, 1527.75}","{1,0,0}",543632.8849,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535872,5462130,Walls,Basic Wall,בלוק 10,-,142.28988,289.5,10,411929.2026,"{6883.723881, 4134.624917, 1507.25}","{0,-1,0}",243929.2026,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535876,5462134,Windows,Tovna_Mamad_Zinor4_Int,"8""_int",953fa245-a320-4cd6-9f55-a8b06715b17d-00535813,16,16,29.5,7552,"{5192.328941, 4169.630121, 1593.5}","{1,0,0}",1348.199181,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535878,5462136,Windows,Tovna_Mamad_Zinor4_Int,"8""_int",6765c72d-2bac-419c-9a5d-9ae350d6c47c-0061f929,16,16,29.5,7552,"{6722.828941, 4162.130121, 1597.5}","{-1,0,0}",1348.199181,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535879,5462137,Windows,Tovna_Mamad_Zinor4_Int,"8""_int",953fa245-a320-4cd6-9f55-a8b06715b17d-005357fd,16,16,29.5,7552,"{5747.917802, 5144.650604, 1597.5}","{1,0,0}",1348.199181,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535b51,5462865,Walls,Basic Wall,בטון 22 + טיח חוץ אפור 3,-,76,332.5,25,631750,"{7559.368821, 4357.124917, 1526.75}","{1,0,0}",562668.4768,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535b54,5462868,Walls,Basic Wall,בטון 22+ 3 טיח,-,72,332.5,25,598500,"{4911.578941, 3877.626005, 1528.75}","{0,-1,0}",530388,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535b56,5462870,Walls,Basic Wall,בטון 22+ 3 טיח,-,343.588861,289.5,25,2.49E+06,"{4813.373371, 4739.150604, 1507.25}","{0,1,0}",2.38E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535b59,5462873,Floors,Floor,לובי טיפוסי-42,-,1587.233272,42,896.365336,5.98E+07,"{6010.043426, 4772.226459, 1340.5}","{0.321741,0.946828,0}",1.49E+07,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535b99,5462937,Walls,Basic Wall,בטון 30,-,270,289.5,30,2.35E+06,"{5332.578941, 3880.126005, 1507.25}","{0,-1,0}",1.94E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535b9a,5462938,Walls,Basic Wall,בטון 30,-,323,289.5,30,2.81E+06,"{5629.078941, 3880.126005, 1507.25}","{0,-1,0}",2.40E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535b9b,5462939,Walls,Basic Wall,בטון 25,-,159.525687,289.5,25,1.15E+06,"{6435.078941, 3974.887761, 1507.25}","{-1,0,0}",1.15E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535b9c,5462940,Walls,Basic Wall,בטון 22 + טיח חוץ אפור 3,-,330.5,55.201019,25,456098.4187,"{7519.268311, 4382.624917, 1527.75}","{0,1,0}",404646.5997,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535b9d,5462941,Walls,Basic Wall,בלוק 30+טיח חוץ אפור,-,354.789791,263,33,3.08E+06,"{7491.667802, 5030.781396, 1494.0}","{1,0,0}",752720.5957,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535b9e,5462942,Walls,Basic Wall,בטון 22+ 3 טיח,-,290.5,60.701019,25,440841.1498,"{7538.518311, 5195.676291, 1502.75}","{0,-1,0}",440833.4119,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535ba8,5462952,Floors,Floor,"רצפת ממ""ד42",-,1551.789222,45,1784.784553,1.25E+08,"{6112.71361, 4526.662444, 1342.0}","{0.321741,0.946828,0}",2.31E+07,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535bbc,5462972,Windows,ממד נגרר-כנף אחד1,100/100,953fa245-a320-4cd6-9f55-a8b06715b17d-00535b99,176.5,114,30,603630,"{5295.328941, 3880.126005, 1534.5}","{0,-1,0}",56437.4,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535bc2,5462978,Doors,Wooden Door,80/210,953fa245-a320-4cd6-9f55-a8b06715b17d-00535c29,80,210,10,168000,"{4952.578941, 4216.650604, 1467.5}","{-1,0,0}",96250,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535bcf,5462991,Walls,Basic Wall,בלוק 10,-,327.999993,289.5,10,949559.9811,"{5164.167799, 5166.650604, 1507.25}","{0,1,0}",949559.9811,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535c02,5463042,Walls,Basic Wall,בטון 30+ 3 טיח חוץ אפור,-,159.5246,289.5,33,1.52E+06,"{5774.078941, 3974.888305, 1507.25}","{1,0,0}",1.52E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535c04,5463044,Walls,Basic Wall,בטון 20,-,289.5,38.035678,20,220226.5734,"{5506.596779, 4476.650604, 1507.25}","{0,1,0}",220226.5734,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535c05,5463045,Walls,Basic Wall,בלוק 10,-,321.520483,289.5,10,930801.7978,"{5650.578941, 4425.890363, 1507.25}","{-1,0,0}",762801.7978,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535c07,5463047,Doors,Wooden Door1,80/210,953fa245-a320-4cd6-9f55-a8b06715b17d-00535c05,80,210,10,168000,"{5650.578941, 4414.650604, 1467.5}","{-1,0,0}",96250,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535c27,5463079,Walls,Basic Wall,בלוק 10,-,76,289.5,10,220020,"{5182.578941, 4303.130121, 1507.25}","{-1,0,0}",220020,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535c28,5463080,Walls,Basic Wall,בלוק 10,-,306,289.5,10,885870,"{4794.578941, 4271.650604, 1507.25}","{0,1,0}",885870,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535c29,5463081,Walls,Basic Wall,בלוק 10,-,131.520483,289.5,10,380751.7978,"{4952.578941, 4210.890363, 1507.25}","{-1,0,0}",212751.7978,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535c32,5463090,Walls,Basic Wall,בלוק 10,-,100,110,10,110000,"{6780.167802, 4556.650604, 1417.5}","{1,0,0}",110000,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535c5d,5463133,Walls,Basic Wall,בלוק 10,-,278.217995,289.5,10,805441.0943,"{5403.167802, 5300.759602, 1507.25}","{1,0,0}",637441.0943,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535c62,5463138,Doors,Wooden Door,80/210,953fa245-a320-4cd6-9f55-a8b06715b17d-00535c5d,80,210,10,168000,"{5403.167802, 5221.650604, 1467.5}","{-1,0,0}",96250,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00535c70,5463152,Walls,Basic Wall,בלוק 10,-,365,289.5,10,1.06E+06,"{7239.868821, 4067.624917, 1507.25}","{1,0,0}",1.06E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053652a,5465386,Walls,Basic Wall,בטון 15,-,106,290.5,15,461895,"{5740.667802, 4834.650604, 509.25}","{-1,0,0}",430567.5971,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053652f,5465391,Walls,Basic Wall,בטון 20,-,397,290.5,20,2.31E+06,"{6061.667802, 4791.650604, 509.25}","{0,1,0}",1.84E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536530,5465392,Walls,Basic Wall,בטון 15,-,437,290.5,15,1.90E+06,"{5901.667802, 4734.150604, 509.25}","{0,-1,0}",696049.4982,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536531,5465393,Doors,Metal Door,110/210 אש,953fa245-a320-4cd6-9f55-a8b06715b17d-0053652f,110,210,20,462000,"{6185.167802, 4791.650604, 470}","{0,1,0}",154500,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536532,5465394,Walls,Basic Wall,בטון 15,-,40,290.5,15,174300,"{6112.667802, 4761.650604, 509.25}","{1,0,0}",174300,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536534,5465396,Walls,Basic Wall,בטון 15,-,40,290.5,15,174300,"{5917.667802, 4761.650604, 509.25}","{1,0,0}",174300,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536543,5465411,Walls,Basic Wall,בטון 20,-,279,290.5,20,1.62E+06,"{6632.368821, 4596.650604, 509.25}","{0,-1,0}",1.19E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536546,5465414,Walls,Basic Wall,בטון 20,-,303.217995,289.5,20,1.76E+06,"{6383.072978, 5213.259602, 509.75}","{-1,0,0}",1.39E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536547,5465415,Walls,Basic Wall,בטון 20,-,289.046808,287.5,20,1.66E+06,"{6033.167802, 5206.174008, 510.75}","{1,0,0}",1.66E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536548,5465416,Walls,Basic Wall,בטון 20,-,313.217995,289.5,20,1.81E+06,"{5743.167802, 5218.259602, 509.75}","{1,0,0}",1.44E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053654c,5465420,Walls,Basic Wall,בטון 20,-,331.5,20,20,132600,"{5673.167802, 4736.650604, 529.75}","{0,-1,0}",131283.7526,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053654d,5465421,Walls,Basic Wall,בטון 20,-,110,332.5,20,731500,"{5568.167802, 5409.868599, 531.25}","{1,0,0}",639480,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053654e,5465422,Walls,Basic Wall,בטון 20,-,150,289.5,20,868500,"{5653.167802, 5364.868599, 509.75}","{0,1,0}",580500,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053654f,5465423,Walls,Basic Wall,בלוק 10,-,183.217995,289.5,10,530416.0943,"{5563.167802, 5263.259602, 509.75}","{-1,0,0}",383416.0943,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536550,5465424,Doors,Mamad Door angle 180or90 with Inner Door - Parametric,80/200,953fa245-a320-4cd6-9f55-a8b06715b17d-00536548,90,200,24.650167,443702.997,"{5740.842719, 5116.651923, 465.1}","{1,0,0}",178952.7104,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536551,5465425,Walls,Basic Wall,בטון 20,-,155.094823,289.5,20,897999.0273,"{6460.62039, 5370.697412, 509.75}","{0,1,0}",597923.4425,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536553,5465427,Walls,Basic Wall,בטון 20,-,134.866286,332.5,20,896860.8051,"{6548.167802, 5428.130556, 531.25}","{-1,0,0}",896860.8051,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536557,5465431,Doors,Mamad Door angle 180or90 with Inner Door - Parametric,80/200,953fa245-a320-4cd6-9f55-a8b06715b17d-00536546,90,200,24.650167,443702.997,"{6385.398062, 5122.36955, 465.1}","{-1,0,0}",178952.7104,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053655d,5465437,Walls,Basic Wall,בטון 20,-,290,289.5,20,1.68E+06,"{5322.578941, 4255.130121, 509.75}","{0,1,0}",1.68E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053655e,5465438,Walls,Basic Wall,בטון 20,-,305.005204,289.5,20,1.77E+06,"{5187.578941, 4092.627519, 509.75}","{1,0,0}",1.40E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053655f,5465439,Walls,Basic Wall,בטון 20,-,210.479517,289.5,20,1.22E+06,"{5767.578941, 4159.890363, 509.75}","{-1,0,0}",1.22E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536560,5465440,Walls,Basic Wall,בטון 20,-,152.452478,289.5,20,882699.8478,"{6437.578941, 4188.851157, 509.75}","{1,0,0}",882699.8478,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536561,5465441,Walls,Basic Wall,בטון 25,-,85,289.5,25,615187.5,"{6730.078941, 3907.624917, 509.75}","{-1,0,0}",606726.1076,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536562,5465442,Walls,Basic Wall,בטון 30,-,290,289.5,30,2.52E+06,"{6572.578941, 3880.124917, 509.75}","{0,-1,0}",2.01E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536563,5465443,Walls,Basic Wall,בטון 20,-,270,289.5,20,1.56E+06,"{5622.578941, 4255.130121, 509.75}","{0,1,0}",1.20E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536564,5465444,Walls,Basic Wall,בטון 20,-,289.5,220,20,1.27E+06,"{5067.578941, 3950.124917, 509.75}","{0,-1,0}",985800,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536565,5465445,Walls,Basic Wall,בטון 20,-,74.998913,332.5,20,498742.7694,"{4957.578941, 3902.625461, 531.25}","{-1,0,0}",498742.7694,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536566,5465446,Walls,Basic Wall,בטון 20,-,289.5,270,20,1.56E+06,"{6582.578941, 4255.077396, 509.75}","{0,1,0}",1.56E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536567,5465447,Walls,Basic Wall,בטון 20,-,691.5246,289.5,20,4.00E+06,"{5477.578941, 4240.888305, 509.75}","{-1,0,0}",4.00E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536568,5465448,Walls,Basic Wall,בטון 20,-,331.5,10,20,66300,"{5482.578941, 4596.650604, 529.75}","{0,1,0}",66300,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536569,5465449,Doors,Mamad Door angle 180or90 with Inner Door - Parametric,80/200,953fa245-a320-4cd6-9f55-a8b06715b17d-0053655e,90,200,24.650167,443702.997,"{5185.253857, 4195.128803, 465.1}","{1,0,0}",178952.7104,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053656a,5465450,Walls,Basic Wall,בטון 30,-,100,330.5,30,991500,"{4626.578941, 4701.650604, 530.25}","{-1,0,0}",872190,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053656b,5465451,Walls,Basic Wall,בלוק 10,-,370.005204,289.5,10,1.07E+06,"{4952.578941, 4125.127519, 509.75}","{-1,0,0}",903165.0656,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053656f,5465455,Walls,Basic Wall,בטון 22+ 3 טיח,-,291.833246,80,25,583666.491,"{6067.578941, 4067.150604, 508.583377}","{0,-1,0}",583318.0002,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536570,5465456,Walls,Basic Wall,בטון 20,-,261.573209,289.5,20,1.51E+06,"{6437.578941, 4395.864, 509.75}","{-1,0,0}",1.51E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536572,5465458,Walls,Basic Wall,בטון 20,-,114.996118,289.5,20,665827.5258,"{6947.868821, 3902.626858, 509.75}","{1,0,0}",652259.7316,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536573,5465459,Walls,Basic Wall,בטון 20,-,289.5,200.28988,20,1.16E+06,"{6837.723881, 3950.124917, 509.75}","{0,1,0}",857203.4053,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536574,5465460,Walls,Basic Wall,בלוק 10,-,267.003882,289.5,10,772976.2371,"{6922.868821, 4093.626858, 509.75}","{1,0,0}",772976.2371,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536575,5465461,Walls,Basic Wall,בטון 20,-,120,330.5,20,793200,"{5535.614618, 4526.650604, 530.25}","{1,0,0}",695904.355,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536579,5465465,Doors,Metal Door,100/210,03a9c02f-1660-4ba8-856e-1161ba939a0c-00c85718,100,210,20,420000,"{5962.578941, 4596.650604, 470}","{0,-1,0}",143250,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536587,5465479,Doors,Wooden Door,80/210,0d2a28ad-cee8-49be-8821-18af7e248868-007c2bad,80,210,10,168000,"{6867.868821, 4138.077396, 470}","{0,-1,0}",96250,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536589,5465481,Walls,Basic Wall,בלוק 10,-,210.28988,289.5,10,608789.2026,"{7132.723881, 4173.128799, 509.75}","{0,-1,0}",608789.2026,-
953fa245-a320-4cd6-9f55-a8b06715b17d-0053658c,5465484,Walls,Basic Wall,בטון 20,-,290.5,194.411139,20,1.13E+06,"{5380.373371, 4596.650604, 509.25}","{0,-1,0}",1.13E+06,-
953fa245-a320-4cd6-9f55-a8b06715b17d-00536593,5465491,Plumbing Fixtures,Shower Basin - 2D (Corner),Shower Basin - 2D (Corner),-,1,96.964322,120,11635.71869,"{5594.096779, 4526.650604, 365.5}","{0,-1,0}",11635.71869,-
953fa245-a320-4cd6-9f55-a8b06715b17d-005365a7,5465511,Furniture,Bed Double,140/190,-,250,50,190,2.38E+06,"{5582.578941, 4039.650604, 390}","{-1,0,0}",842857.8607,-
953fa245-a320-4cd6-9f55-a8b06715b17d-005365ab,5465515,Doors,Mamad Door angle 180or90 with Inner Door - Parametric,80X200,953fa245-a320-4cd6-9f55-a8b06715b17d-00536563,90,200,24.650167,443702.997,"{5705.577622, 4257.455205, 465.1}","{0,-1,0}",178952.7104,-
