unique_ids,ids,category_names,family_names,type_names,host_ids,BB_X_dims,BB_Y_dims,BB_Z_dims,BB_volumes,BB_centers,BB_plane_Zs,solid_volumes,room_names
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7c1,833473,Floors,Floor,Generic 190mm - Filled,-,19,673.00831,217.988661,2.79E+06,"{2885.791471, 1073.295591, 1939.62}","{0,1,0}",1.80E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7c9,833481,Walls,Basic Wall,BO-INT Con20,-,679.996132,330,20,4.49E+06,"{2729.306837, 1484.29933, 2095.12}","{1,0,0}",3.97E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7ca,833482,Walls,Basic Wall,BO-INT Con20,-,399.996132,310,20,2.48E+06,"{3019.306847, 1609.29933, 2085.12}","{1,0,0}",2.48E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7cb,833483,Walls,Basic Wall,BO-INT Con20,-,319.996135,305,20,1.95E+06,"{3325.507092, 1679.299328, 2087.62}","{-1,0,0}",1.91E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7cc,833484,Walls,Basic Wall,BO-INT Con20,-,103.211466,310,20,639911.0922,"{3273.901359, 1519.30126, 2085.12}","{0,-1,0}",639911.0922,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7cd,833485,Walls,Basic Wall,BO-INT Con20,-,544.999446,310,20,3.38E+06,"{3232.295626, 1236.801537, 2085.12}","{1,0,0}",3.07E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7ce,833486,Walls,Basic Wall,BO-INT Con20,-,713.00831,310,20,4.42E+06,"{2885.791471, 954.301814, 2085.12}","{0,-1,0}",3.54E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7cf,833487,Walls,Basic Wall,BO-INT Con20,-,437.988091,310,20,2.72E+06,"{2539.287316, 1183.29586, 2085.12}","{1,0,0}",2.72E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7d0,833488,Walls,Basic Wall,BO-INT Con20,-,170.019521,310,20,1.05E+06,"{2634.297076, 1392.289905, 2085.12}","{0,-1,0}",1.05E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7d1,833489,Walls,Basic Wall,BO-INT Con20,-,482.988789,310,20,2.99E+06,"{2980.801231, 1399.301264, 2085.12}","{0,-1,0}",2.99E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7d2,833490,Walls,Basic Wall,BO-INT Con20,-,433.000537,305,20,2.64E+06,"{2862.295626, 727.801546, 2087.62}","{1,0,0}",2.64E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7d4,833492,Walls,Basic Wall,BO-INT Con20,-,502.988789,310,20,3.12E+06,"{2970.801231, 1134.301264, 2085.12}","{0,1,0}",2.66E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7d5,833493,Walls,Basic Wall,BO-INT Con10,-,170.019521,310,10,527060.5137,"{2634.297076, 1177.289922, 2085.12}","{0,-1,0}",353435.9614,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7d6,833494,Walls,Basic Wall,BO-INT Bl10,-,39.999446,305,10,121998.3106,"{2674.295626, 984.301537, 2087.62}","{-1,0,0}",121998.3106,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7d7,833495,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2794.295626, 979.301537, 2087.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7d8,833496,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2844.295626, 979.301537, 2087.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7d9,833497,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2884.295626, 979.301537, 2087.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7da,833498,Walls,Basic Wall,BO-INT Bl10,-,39.999446,305,10,121998.3106,"{3004.295626, 984.301537, 2087.62}","{-1,0,0}",121998.3106,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7dc,833500,Walls,Basic Wall,BO-INT Bl10,-,159.999449,305,10,487998.3206,"{3134.295628, 1044.301539, 2087.62}","{-1,0,0}",421998.3206,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7dd,833501,Walls,Basic Wall,BO-INT Bl10,-,320,305,10,976000,"{2839.295626, 999.30126, 2087.62}","{0,1,0}",313283.2,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7de,833502,Walls,Basic Wall,BO-INT Bl10,-,114.999998,310,10,356499.9949,"{3462.507092, 1461.801261, 2085.12}","{-1,0,0}",188499.9949,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7df,833503,Walls,Basic Wall,BO-INT Bl10,-,115.211466,305,10,351394.9728,"{3399.901359, 1409.301262, 2087.62}","{0,1,0}",351394.9728,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7e0,833504,Walls,Basic Wall,BO-INT Bl10,-,94.999998,305,10,289749.995,"{3347.295626, 1461.801261, 2087.62}","{1,0,0}",121749.995,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7e1,833505,Walls,Basic Wall,BO-INT Bl10,-,305,26.788534,10,81705.0272,"{3338.901359, 1514.30126, 2087.62}","{0,-1,0}",81705.0272,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7e2,833506,Walls,Basic Wall,BO-INT Bl10,-,155,305,10,472750,"{3545.007092, 1514.30126, 2087.62}","{0,1,0}",472750,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7e3,833507,Walls,Basic Wall,BO-INT Bl10,-,75,305,10,228750,"{3585.007092, 1294.301011, 2087.62}","{0,1,0}",228750,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7e4,833508,Walls,Basic Wall,BO-INT Bl10,-,105.000251,305,10,320250.7659,"{3414.348686, 1351.801136, 2087.62}","{-1,0,0}",320250.7659,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7e5,833509,Walls,Basic Wall,BO-INT Bl10,-,265,310,10,821500,"{3347.295626, 1166.801011, 2085.12}","{-1,0,0}",653500,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7e6,833510,Walls,Basic Wall,BO-INT Bl10,-,270.211466,310,10,837655.5461,"{3487.401359, 1114.30077, 2085.12}","{0,1,0}",837655.5461,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7e7,833511,Walls,Basic Wall,BO-INT Bl10,-,383.011211,310,10,1.19E+06,"{2527.801231, 1514.438801, 2085.12}","{0,1,0}",1.02E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7e8,833512,Walls,Basic Wall,BO-INT Bl10,-,80,305,10,244000,"{2341.295626, 1469.438801, 2087.62}","{1,0,0}",244000,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7ea,833514,Walls,Basic Wall,BO-INT Bl10,-,245,310,10,759500,"{2422.295626, 1306.938801, 2085.12}","{1,0,0}",591500,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7eb,833515,Walls,Basic Wall,BO-INT Bl10,-,246,310,10,762600,"{2294.295626, 1264.438801, 2085.12}","{0,1,0}",762600,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7ec,833516,Walls,Basic Wall,BO-INT Bl10,-,354.859044,310,10,1.10E+06,"{2391.295626, 1696.868323, 2085.12}","{-1,0,0}",853313.0353,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7ed,833517,Walls,Basic Wall,BO-INT Bl10,-,215,310,10,666500,"{2278.795626, 1644.491312, 2085.12}","{0,1,0}",498500,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7ef,833519,Walls,Basic Wall,BO-INT Con25,-,588.011211,310,25,4.56E+06,"{2445.301231, 1886.797845, 2085.12}","{0,-1,0}",2.91E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7f0,833520,Walls,Basic Wall,BO-INT Con20,-,1092.496595,310,20,6.77E+06,"{2161.295626, 1328.049547, 2085.12}","{1,0,0}",6.77E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7f1,833521,Walls,Basic Wall,BO-INT Con25,-,302.499972,310,25,2.34E+06,"{2158.795912, 630.551263, 2085.12}","{1,0,0}",1.62E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7f2,833522,Walls,Basic Wall,BO-INT Con32,-,1476.21118,310,32,1.46E+07,"{2909.401502, 495.301277, 2085.12}","{0,1,0}",5.19E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7f3,833523,Walls,Basic Wall,BO-INT Con25,-,873.499983,310,25,6.77E+06,"{3635.007092, 948.051269, 2085.12}","{-1,0,0}",4.73E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7f4,833524,Walls,Basic Wall,BO-INT Con20,-,509.495615,305,20,3.11E+06,"{3632.507092, 1639.549068, 2087.62}","{-1,0,0}",3.11E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7f5,833525,Walls,Basic Wall,BO-INT Con20,-,50.271552,305,20,306656.4657,"{3597.371316, 1884.296876, 2087.62}","{0,-1,0}",306656.4657,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7f6,833526,Walls,Basic Wall,BO-INT Con25,-,255.928693,310,25,1.98E+06,"{3444.271194, 1886.796876, 2085.12}","{0,-1,0}",1.09E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7f8,833528,Walls,Basic Wall,BO-INT Con30,-,576.200255,310,30,5.36E+06,"{3027.406964, 1824.297396, 2085.12}","{0,-1,0}",4.51E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb7f9,833529,Walls,Basic Wall,BO-INT Con20,-,50.000449,310,20,310002.7832,"{2729.306837, 1849.29762, 2085.12}","{-1,0,0}",310002.7832,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb80c,833548,Floors,Floor,Generic 200mm - Filled,-,20,1451.211466,1362.996567,3.96E+07,"{2896.901359, 1192.799561, 2270.12}","{0,1,0}",2.39E+07,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb819,833561,Floors,Floor,BO-INT Con20,-,20,1501.21118,1419.996567,4.26E+07,"{2896.901502, 1189.299561, 2250.12}","{0,1,0}",3.87E+07,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb822,833570,Floors,Floor,BO-INT Con18,-,184.883873,18,1501.21118,5.00E+06,"{2896.901502, 386.859341, 2251.12}","{1,0,0}",4.98E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb829,833577,Floors,Floor,EXT-20 deck (Wd2+Ar17+In1),-,185.383873,20,1496.71118,5.55E+06,"{2896.651502, 387.109341, 2270.12}","{1,0,0}",5.55E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb830,833584,Floors,Floor,BO-INT Con15,-,184.883873,15,1501.21118,4.16E+06,"{2896.901502, 386.859341, 2267.62}","{1,0,0}",533057.1268,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb84d,833613,Floors,Floor,Generic 220mm - Filled,-,22,576.200255,399.995934,5.07E+06,"{3027.406964, 1609.299429, 2271.12}","{0,1,0}",4.65E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb856,833622,Floors,Floor,Generic 190mm - Filled,-,19,246,370.052676,1.73E+06,"{2294.295626, 1454.465139, 2269.62}","{0,1,0}",1.54E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb860,833632,Floors,Floor,Generic 190mm - Filled,-,19,270.163132,390.001348,2.00E+06,"{3487.377192, 1314.301444, 2269.62}","{0,1,0}",1.63E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb86c,833644,Floors,Floor,Generic 190mm - Filled,-,19,673.00831,217.988661,2.79E+06,"{2885.791471, 1073.295591, 2269.62}","{0,1,0}",1.80E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb874,833652,Walls,Basic Wall,BO-INT Con20,-,679.996132,330,20,4.49E+06,"{2729.306837, 1484.29933, 2425.12}","{1,0,0}",3.97E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb875,833653,Walls,Basic Wall,BO-INT Con20,-,399.996132,310,20,2.48E+06,"{3019.306847, 1609.29933, 2415.12}","{1,0,0}",2.48E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb876,833654,Walls,Basic Wall,BO-INT Con20,-,289.996135,305,20,1.77E+06,"{3325.507092, 1664.299328, 2417.62}","{-1,0,0}",1.73E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb877,833655,Walls,Basic Wall,BO-INT Con20,-,103.211466,310,20,639911.0922,"{3273.901359, 1519.30126, 2415.12}","{0,-1,0}",639911.0922,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb878,833656,Walls,Basic Wall,BO-INT Con20,-,564.999446,310,20,3.50E+06,"{3232.295626, 1226.801537, 2415.12}","{1,0,0}",3.19E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb879,833657,Walls,Basic Wall,BO-INT Con20,-,693.00831,310,20,4.30E+06,"{2875.791471, 954.301814, 2415.12}","{0,-1,0}",3.42E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb87a,833658,Walls,Basic Wall,BO-INT Con20,-,437.988091,310,20,2.72E+06,"{2539.287316, 1183.29586, 2415.12}","{1,0,0}",2.72E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb87b,833659,Walls,Basic Wall,BO-INT Con20,-,170.019521,310,20,1.05E+06,"{2634.297076, 1392.289905, 2415.12}","{0,-1,0}",1.05E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb87c,833660,Walls,Basic Wall,BO-INT Con20,-,482.988789,310,20,2.99E+06,"{2980.801231, 1399.301264, 2415.12}","{0,-1,0}",2.99E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb87d,833661,Walls,Basic Wall,BO-INT Con20,-,433.000537,305,20,2.64E+06,"{2862.295626, 727.801546, 2417.62}","{1,0,0}",2.64E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb87f,833663,Walls,Basic Wall,BO-INT Con20,-,502.988789,310,20,3.12E+06,"{2970.801231, 1134.301264, 2415.12}","{0,1,0}",2.66E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb880,833664,Walls,Basic Wall,BO-INT Con10,-,170.019521,310,10,527060.5137,"{2634.297076, 1177.289922, 2415.12}","{0,-1,0}",353435.9614,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb881,833665,Walls,Basic Wall,BO-INT Bl10,-,39.999446,305,10,121998.3106,"{2674.295626, 984.301537, 2417.62}","{-1,0,0}",121998.3106,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb882,833666,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2794.295626, 979.301537, 2417.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb883,833667,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2844.295626, 979.301537, 2417.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb884,833668,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2884.295626, 979.301537, 2417.62}","{-1,0,0}",91498.31056,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb885,833669,Walls,Basic Wall,BO-INT Bl10,-,39.999446,305,10,121998.3106,"{3004.295626, 984.301537, 2417.62}","{-1,0,0}",121998.3106,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb887,833671,Walls,Basic Wall,BO-INT Bl10,-,159.999449,305,10,487998.3206,"{3134.295628, 1044.301539, 2417.62}","{-1,0,0}",421998.3206,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb888,833672,Walls,Basic Wall,BO-INT Bl10,-,320,305,10,976000,"{2839.295626, 999.30126, 2417.62}","{0,1,0}",313283.2,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb889,833673,Walls,Basic Wall,BO-INT Bl10,-,114.999998,310,10,356499.9949,"{3462.507092, 1461.801261, 2415.12}","{-1,0,0}",188499.9949,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb88a,833674,Walls,Basic Wall,BO-INT Bl10,-,115.211466,305,10,351394.9728,"{3399.901359, 1409.301262, 2417.62}","{0,1,0}",351394.9728,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb88b,833675,Walls,Basic Wall,BO-INT Bl10,-,94.999998,305,10,289749.995,"{3347.295626, 1461.801261, 2417.62}","{1,0,0}",121749.995,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb88c,833676,Walls,Basic Wall,BO-INT Bl10,-,305,26.788534,10,81705.0272,"{3338.901359, 1514.30126, 2417.62}","{0,-1,0}",81705.0272,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb88d,833677,Walls,Basic Wall,BO-INT Bl10,-,155,305,10,472750,"{3545.007092, 1514.30126, 2417.62}","{0,1,0}",472750,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb88e,833678,Walls,Basic Wall,BO-INT Bl10,-,75,305,10,228750,"{3585.007092, 1294.301011, 2417.62}","{0,1,0}",228750,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb88f,833679,Walls,Basic Wall,BO-INT Bl10,-,105.000251,305,10,320250.7659,"{3414.348686, 1351.801136, 2417.62}","{-1,0,0}",320250.7659,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb890,833680,Walls,Basic Wall,BO-INT Bl10,-,265,310,10,821500,"{3347.295626, 1166.801011, 2415.12}","{-1,0,0}",653500,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb891,833681,Walls,Basic Wall,BO-INT Bl10,-,270.211466,310,10,837655.5461,"{3487.401359, 1114.30077, 2415.12}","{0,1,0}",837655.5461,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb892,833682,Walls,Basic Wall,BO-INT Bl10,-,383.011211,310,10,1.19E+06,"{2527.801231, 1514.438801, 2415.12}","{0,1,0}",1.02E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb893,833683,Walls,Basic Wall,BO-INT Bl10,-,80,305,10,244000,"{2341.295626, 1469.438801, 2417.62}","{1,0,0}",244000,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb895,833685,Walls,Basic Wall,BO-INT Bl10,-,245,310,10,759500,"{2422.295626, 1306.938801, 2415.12}","{1,0,0}",591500,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb896,833686,Walls,Basic Wall,BO-INT Bl10,-,246,310,10,762600,"{2294.295626, 1264.438801, 2415.12}","{0,1,0}",762600,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb897,833687,Walls,Basic Wall,BO-INT Bl10,-,354.859044,310,10,1.10E+06,"{2391.295626, 1696.868323, 2415.12}","{-1,0,0}",853313.0353,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb898,833688,Walls,Basic Wall,BO-INT Bl10,-,215,310,10,666500,"{2278.795626, 1644.491312, 2415.12}","{0,1,0}",498500,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb89a,833690,Walls,Basic Wall,BO-INT Con25,-,588.011211,310,25,4.56E+06,"{2445.301231, 1886.797845, 2415.12}","{0,-1,0}",3.04E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb89b,833691,Walls,Basic Wall,BO-INT Con20,-,1092.496595,310,20,6.77E+06,"{2161.295626, 1328.049547, 2415.12}","{1,0,0}",6.77E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb89c,833692,Walls,Basic Wall,BO-INT Con25,-,302.499972,310,25,2.34E+06,"{2158.795912, 630.551263, 2415.12}","{1,0,0}",1.68E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb89d,833693,Walls,Basic Wall,BO-INT Con32,-,1476.21118,310,32,1.46E+07,"{2909.401502, 495.301277, 2415.12}","{0,1,0}",3.95E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb89e,833694,Walls,Basic Wall,BO-INT Con25,-,888.999983,310,25,6.89E+06,"{3635.007092, 955.801269, 2415.12}","{-1,0,0}",4.64E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb89f,833695,Walls,Basic Wall,BO-INT Con20,-,509.495615,305,20,3.11E+06,"{3632.507092, 1639.549068, 2417.62}","{-1,0,0}",3.11E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb8a0,833696,Walls,Basic Wall,BO-INT Con20,-,37.341552,305,20,227783.4657,"{3603.836316, 1884.296876, 2417.62}","{0,-1,0}",227783.4657,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb8a1,833697,Walls,Basic Wall,BO-INT Con25,-,264.728448,310,25,2.05E+06,"{3464.871316, 1886.796876, 2415.12}","{0,-1,0}",1.14E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb8a2,833698,Walls,Basic Wall,BO-INT Con20,-,89.99948,310,20,557996.7767,"{3322.507092, 1854.297136, 2415.12}","{1,0,0}",520196.7767,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb8a3,833699,Walls,Basic Wall,BO-INT Con30,-,573.200255,310,30,5.33E+06,"{3025.906964, 1824.297396, 2415.12}","{0,-1,0}",4.48E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb8a4,833700,Walls,Basic Wall,BO-INT Con20,-,50.000449,310,20,310002.7832,"{2729.306837, 1849.29762, 2415.12}","{-1,0,0}",310002.7832,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb9af,833967,Floors,Floor,Generic 200mm - Filled,-,20,1451.211466,1362.996567,3.96E+07,"{2896.901359, 1192.799561, 2600.12}","{0,1,0}",2.39E+07,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb9bc,833980,Floors,Floor,BO-INT Con20,-,20,1501.21118,1419.996567,4.26E+07,"{2896.901502, 1189.299561, 2580.12}","{0,1,0}",3.87E+07,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb9c5,833989,Floors,Floor,BO-INT Con18,-,184.883873,18,1501.21118,5.00E+06,"{2896.901502, 386.859341, 2581.12}","{1,0,0}",4.98E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb9cc,833996,Floors,Floor,EXT-20 deck (Wd2+Ar17+In1),-,185.383873,20,1496.71118,5.55E+06,"{2896.651502, 387.109341, 2600.12}","{1,0,0}",5.55E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb9d3,834003,Floors,Floor,BO-INT Con15,-,184.883873,15,1501.21118,4.16E+06,"{2896.901502, 386.859341, 2597.62}","{1,0,0}",533059.4705,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb9f0,834032,Floors,Floor,Generic 220mm - Filled,-,22,576.200255,399.995934,5.07E+06,"{3027.406964, 1609.299429, 2601.12}","{0,1,0}",4.65E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cb9f9,834041,Floors,Floor,Generic 190mm - Filled,-,19,246,370.052676,1.73E+06,"{2294.295626, 1454.465139, 2599.62}","{0,1,0}",1.54E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba03,834051,Floors,Floor,Generic 190mm - Filled,-,19,270.163132,390.001348,2.00E+06,"{3487.377192, 1314.301444, 2599.62}","{0,1,0}",1.63E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba0f,834063,Floors,Floor,Generic 190mm - Filled,-,19,673.00831,217.988661,2.79E+06,"{2885.791471, 1073.295591, 2599.62}","{0,1,0}",1.80E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba17,834071,Walls,Basic Wall,BO-INT Con20,-,679.996132,330,20,4.49E+06,"{2729.306837, 1484.29933, 2755.12}","{1,0,0}",3.97E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba18,834072,Walls,Basic Wall,BO-INT Con20,-,399.996132,310,20,2.48E+06,"{3019.306847, 1609.29933, 2745.12}","{1,0,0}",2.48E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba19,834073,Walls,Basic Wall,BO-INT Con20,-,304.996135,305,20,1.86E+06,"{3325.507092, 1671.799328, 2747.62}","{-1,0,0}",1.82E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba1a,834074,Walls,Basic Wall,BO-INT Con20,-,103.211466,310,20,639911.0922,"{3273.901359, 1519.30126, 2745.12}","{0,-1,0}",639911.0922,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba1b,834075,Walls,Basic Wall,BO-INT Con20,-,564.999446,310,20,3.50E+06,"{3232.295626, 1226.801537, 2745.12}","{1,0,0}",3.19E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba1c,834076,Walls,Basic Wall,BO-INT Con20,-,693.00831,310,20,4.30E+06,"{2875.791471, 954.301814, 2745.12}","{0,-1,0}",3.42E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba1d,834077,Walls,Basic Wall,BO-INT Con20,-,437.988091,310,20,2.72E+06,"{2539.287316, 1183.29586, 2745.12}","{1,0,0}",2.72E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba1e,834078,Walls,Basic Wall,BO-INT Con20,-,170.019521,310,20,1.05E+06,"{2634.297076, 1392.289905, 2745.12}","{0,-1,0}",1.05E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba1f,834079,Walls,Basic Wall,BO-INT Con20,-,482.988789,310,20,2.99E+06,"{2980.801231, 1399.301264, 2745.12}","{0,-1,0}",2.99E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba20,834080,Walls,Basic Wall,BO-INT Con20,-,433.000537,305,20,2.64E+06,"{2862.295626, 727.801546, 2747.62}","{1,0,0}",2.64E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba22,834082,Walls,Basic Wall,BO-INT Con20,-,502.988789,310,20,3.12E+06,"{2970.801231, 1134.301264, 2745.12}","{0,1,0}",2.66E+06,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba23,834083,Walls,Basic Wall,BO-INT Con10,-,170.019521,310,10,527060.5137,"{2634.297076, 1177.289922, 2745.12}","{0,-1,0}",353435.9614,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba24,834084,Walls,Basic Wall,BO-INT Bl10,-,39.999446,305,10,121998.3106,"{2674.295626, 984.301537, 2747.62}","{-1,0,0}",121998.3106,-
1b40cfa4-9899-4551-89ea-c097e4cebf2a-000cba25,834085,Walls,Basic Wall,BO-INT Bl10,-,29.999446,305,10,91498.31056,"{2794.295626, 979.301537, 2747.62}","{-1,0,0}",91498.31056,-
